period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.08553,1.063,1.11,1.03,19,0.0539
+1q,1.35881,1.32,1.40421,1.26,19,0.0784
0y,5.50508,5.4,5.59,5.08,21,0.0837
+1y,6.08469,5.79,6.40198,5.50508,21,0.105299994
