,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Ordinary Shares Number,64442290.0,64404022.0,64403865.0,64358097.0,64280466.0,
Share Issued,64442290.0,64404022.0,64403865.0,64358097.0,64280466.0,
Net Debt,6724028000.0,6595950000.0,6700775000.0,6691517000.0,6534822000.0,
Total Debt,6851756000.0,6714314000.0,6812720000.0,6844401000.0,6654090000.0,
Tangible Book Value,5541372000.0,5631316000.0,5635249000.0,5570001000.0,5537046000.0,
Invested Capital,12341641000.0,12293225000.0,12394703000.0,12360253000.0,12138663000.0,
Working Capital,-94545000.0,-322012000.0,-418963000.0,2180000.0,-178136000.0,
Net Tangible Assets,5541372000.0,5631316000.0,5635249000.0,5570001000.0,5537046000.0,
Capital Lease Obligations,51487000.0,52405000.0,53266000.0,54149000.0,52473000.0,
Common Stock Equity,5541372000.0,5631316000.0,5635249000.0,5570001000.0,5537046000.0,
Total Capitalization,12341641000.0,12048225000.0,12029703000.0,12360253000.0,12000718000.0,
Total Equity Gross Minority Interest,5736895000.0,5831273000.0,5838836000.0,5779951000.0,5751239000.0,
Minority Interest,195523000.0,199957000.0,203587000.0,209950000.0,214193000.0,
Stockholders Equity,5541372000.0,5631316000.0,5635249000.0,5570001000.0,5537046000.0,
Gains Losses Not Affecting Retained Earnings,6047000.0,7856000.0,11675000.0,15620000.0,24655000.0,
Other Equity Adjustments,6047000.0,7856000.0,11675000.0,15620000.0,24655000.0,
Retained Earnings,-1148195000.0,-1063135000.0,-1062146000.0,-1117971000.0,-1155662000.0,
Additional Paid In Capital,6683514000.0,6686589000.0,6685714000.0,6672346000.0,6668047000.0,
Capital Stock,6000.0,6000.0,6000.0,6000.0,6000.0,
Common Stock,6000.0,6000.0,6000.0,6000.0,6000.0,
Total Liabilities Net Minority Interest,7422114000.0,7318968000.0,7342654000.0,7406307000.0,7176120000.0,
Total Non Current Liabilities Net Minority Interest,7002322000.0,6615969000.0,6587896000.0,6978715000.0,6645638000.0,
Other Non Current Liabilities,150566000.0,146655000.0,140176000.0,134314000.0,129493000.0,
Long Term Debt And Capital Lease Obligation,6851756000.0,6469314000.0,6447720000.0,6844401000.0,6516145000.0,
Long Term Capital Lease Obligation,51487000.0,52405000.0,53266000.0,54149000.0,52473000.0,
Long Term Debt,6800269000.0,6416909000.0,6394454000.0,6790252000.0,6463672000.0,
Current Liabilities,419792000.0,702999000.0,754758000.0,427592000.0,530482000.0,
Other Current Liabilities,,,234000.0,641000.0,,1214000.0
Current Debt And Capital Lease Obligation,,245000000.0,365000000.0,,137945000.0,7885000.0
Current Debt,,245000000.0,365000000.0,,137945000.0,7885000.0
Line Of Credit,0.0,245000000.0,365000000.0,0.0,137945000.0,
Payables And Accrued Expenses,419792000.0,457999000.0,389524000.0,426951000.0,392537000.0,
Payables,419792000.0,457999000.0,389524000.0,426951000.0,392537000.0,
Other Payable,24743000.0,33484000.0,27069000.0,20679000.0,14347000.0,
Dividends Payable,173698000.0,173770000.0,173747000.0,173678000.0,165443000.0,
Accounts Payable,221351000.0,250745000.0,188708000.0,232594000.0,212747000.0,
Total Assets,13159009000.0,13150241000.0,13181490000.0,13186258000.0,12927359000.0,
Total Non Current Assets,12833762000.0,12769254000.0,12845695000.0,12756486000.0,12575013000.0,
Other Non Current Assets,90675000.0,80853000.0,82160000.0,94263000.0,96861000.0,
Investments And Advances,630550000.0,808238000.0,895821000.0,906686000.0,935014000.0,
Long Term Equity Investment,630550000.0,808238000.0,895821000.0,906686000.0,935014000.0,
Investment Properties,12061704000.0,11828481000.0,11815195000.0,11702186000.0,11491582000.0,
Net PPE,50833000.0,51682000.0,52519000.0,53351000.0,51556000.0,
Gross PPE,50833000.0,51682000.0,52519000.0,53351000.0,51556000.0,
Other Properties,50833000.0,51682000.0,52519000.0,53351000.0,51556000.0,
Current Assets,325247000.0,380987000.0,335795000.0,429772000.0,352346000.0,
Restricted Cash,9345000.0,9284000.0,9205000.0,9127000.0,9051000.0,
Inventory,,,47653000.0,112173000.0,,74148000.0
Finished Goods,,,47653000.0,112173000.0,,74148000.0
Receivables,141591000.0,221628000.0,138096000.0,133724000.0,206706000.0,
Receivables Adjustments Allowances,-555000.0,-590000.0,-540000.0,-526000.0,-529000.0,
Other Receivables,18538000.0,18210000.0,18705000.0,17963000.0,89462000.0,
Duefrom Related Parties Current,,6507000.0,5882000.0,5344000.0,,
Notes Receivable,113349000.0,188457000.0,105163000.0,102254000.0,108538000.0,
Accounts Receivable,10259000.0,9044000.0,8886000.0,8689000.0,9235000.0,
Cash Cash Equivalents And Short Term Investments,174311000.0,150075000.0,140841000.0,174748000.0,136589000.0,
Other Short Term Investments,98070000.0,84116000.0,82162000.0,76013000.0,69794000.0,
Cash And Cash Equivalents,76241000.0,65959000.0,58679000.0,98735000.0,66795000.0,
