address1,address2,city,state,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,shortName,longName,averageAnalystRating,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,displayName,trailingPegRatio
1100 Park Place,Suite 200,San Mateo,CA,94403,United States,650 655 7800,650 655 7810,https://www.essexapartmenthomes.com,REIT - Residential,reit-residential,REIT - Residential,Real Estate,real-estate,Real Estate,"Essex Property Trust, Inc., an S&P 500 company, is a fully integrated real estate investment trust. The firm acquires, develops, redevelops, and manages multifamily residential properties in selected West Coast markets. Essex currently has ownership interests in 259 apartment communities comprising over 63,000 apartment homes with an additional property in active development. Essex Property Trust, Inc. was incorporated in 1971 in Maryland, USA.",1686,"[{'maxAge': 1, 'name': 'Ms. Angela L. Kleiman', 'age': 54, 'title': 'President, CEO & Director', 'yearBorn': 1971, 'fiscalYear': 2025, 'totalPay': 5363550, 'exercisedValue': 532900, 'unexercisedValue': 671608}, {'maxAge': 1, 'name': 'Mr. Brennan  McGreevy', 'age': 40, 'title': 'Group VP & Chief Accounting Officer', 'yearBorn': 1985, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",5,8,1,7,6,1775001600,1767139200,[],86400,2,247.71,247.45,247.45,250.17,247.71,247.45,247.45,250.17,10.3,4.16,1774915200,0.9885,3.47,0.725,23.981712,40.545048,116283,116283,545538,502390,502390,249.34,249.82,80,80,17228005376,15947773086,238.46,294.09,363.36,14.625,8.901324,251.3626,261.3346,10.28,0.04150014,USD,False,22916409344,0.346,63793355,64477129,1835490,1608543,1770940800,1773360000,0.028499998,0.00723,1.0274299,3.83,0.045100003,69141578,85.99,2.8976626,1767139200,1798675200,1767139200,-0.687,669665984,10.39,6.14551,11.84,18.254,-0.027253091,0.32693863,2.59,1774915200,EQUITY,249.17,308.0,239.0,279.0,278.0,2.76923,hold,23,78241000,1.213,1255431936,6851756032,0.055,0.154,1935442944,119.433,30.063,0.03105,0.12235,1327379968,984058752,1074423040,-0.687,0.032,0.68583,0.64865,0.32856,USD,ESS,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,[],1775578814,NYQ,finmb_332646,America/New_York,EDT,-14400000,us_market,False,0.5893954,249.17,REGULAR,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",2.8 - Hold,False,True,770995800000,1.4599915,247.45 - 250.17,NYSE,545538,10.709991,0.044913154,238.46 - 294.09,-44.92,-0.15274236,-2.7253091,1776211200,1770238800,1777406400,1777406400,1770310800,1770310800,True,10.39,6.14551,5.7958,42.991474,-2.1925964,-0.008722843,-12.164597,-0.046547975,15,0,Essex Property Trust,
