period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.43198,1.38,1.47,1.4428,5,-0.0075
+1q,1.51605,1.44,1.55,1.4778,5,0.025899999
0y,5.7958,5.61,6.06,5.7594,6,0.0063
+1y,6.14551,5.89,6.51,5.7958,5,0.060300004
