,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-85380010.982976,-104161819.861934,-645219000.0,-51810000.0
Tax Rate For Calcs,0.213985,0.224004,0.207,0.165
Total Unusual Items,-399000000.0,-465000000.0,-3117000000.0,-314000000.0
Total Unusual Items Excluding Goodwill,-399000000.0,-465000000.0,-3117000000.0,-314000000.0
Net Income From Continuing Operation Net Minority Interest,17176000000.0,14276000000.0,8516000000.0,11261000000.0
Reconciled Depreciation,2182000000.0,2392000000.0,4856000000.0,2455000000.0
Net Interest Income,13559000000.0,8056000000.0,6351000000.0,7678000000.0
Interest Expense,66814000000.0,73341000000.0,62164000000.0,21346000000.0
Interest Income,80373000000.0,81397000000.0,68515000000.0,29024000000.0
Normalized Income,17489619989.017025,14636838180.138065,10987781000.0,11523190000.0
Net Income From Continuing And Discontinued Operation,17176000000.0,14276000000.0,8516000000.0,11261000000.0
Diluted Average Shares,317600000.0,333600000.0,345800000.0,358100000.0
Basic Average Shares,312700000.0,328100000.0,340800000.0,352100000.0
Diluted EPS,51.32,40.54,22.87,30.06
Basic EPS,51.95,41.07,23.05,30.42
Diluted NI Availto Com Stockholders,16300000000.0,13525000000.0,7907000000.0,10764000000.0
Net Income Common Stockholders,16300000000.0,13525000000.0,7907000000.0,10764000000.0
Preferred Stock Dividends,876000000.0,751000000.0,609000000.0,497000000.0
Net Income,17176000000.0,14276000000.0,8516000000.0,11261000000.0
Net Income Including Noncontrolling Interests,17176000000.0,14276000000.0,8516000000.0,11261000000.0
Net Income Continuous Operations,17176000000.0,14276000000.0,8516000000.0,11261000000.0
Tax Provision,4676000000.0,4121000000.0,2223000000.0,2225000000.0
Pretax Income,21852000000.0,18397000000.0,10739000000.0,13486000000.0
Special Income Charges,-399000000.0,-465000000.0,-3117000000.0,-314000000.0
Other Special Charges,215000000.0,237000000.0,529000000.0,576000000.0
Impairment Of Capital Assets,184000000.0,228000000.0,2588000000.0,314000000.0
Gain On Sale Of Security,0.0,0.0,0.0,0.0
Depreciation Amortization Depletion Income Statement,2182000000.0,2392000000.0,2386000000.0,2455000000.0
Depreciation And Amortization In Income Statement,2182000000.0,2392000000.0,2386000000.0,2455000000.0
Selling General And Administration,19616000000.0,17352000000.0,16128000000.0,15960000000.0
Selling And Marketing Expense,710000000.0,646000000.0,629000000.0,812000000.0
General And Administrative Expense,18906000000.0,16706000000.0,15499000000.0,15148000000.0
Salaries And Wages,18906000000.0,16706000000.0,15499000000.0,15148000000.0
Total Revenue,58283000000.0,53512000000.0,46254000000.0,47365000000.0
Operating Revenue,58283000000.0,53512000000.0,46254000000.0,47365000000.0
Occupancy And Equipment,958000000.0,973000000.0,1053000000.0,1026000000.0
Professional Expense And Contract Services Expense,1770000000.0,1652000000.0,1623000000.0,1887000000.0
Other Non Interest Expense,12619000000.0,10933000000.0,10180000000.0,9522000000.0
