,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-47218000000.0,-15303000000.0,-14903000000.0,4960000000.0,
Repurchase Of Capital Stock,-12360000000.0,-10200000000.0,-6796000000.0,-3500000000.0,
Repayment Of Debt,-74833000000.0,-76555000000.0,-57636000000.0,-46213000000.0,
Issuance Of Debt,94706000000.0,72495000000.0,50200000000.0,86322000000.0,
Issuance Of Capital Stock,1895000000.0,4239000000.0,1496000000.0,0.0,
Capital Expenditure,-2064000000.0,-2091000000.0,-2316000000.0,-3748000000.0,
Interest Paid Supplemental Data,65494000000.0,72623000000.0,60026000000.0,19022000000.0,
Income Tax Paid Supplemental Data,3990000000.0,3673000000.0,2389000000.0,4555000000.0,
End Cash Position,164259000000.0,182092000000.0,241577000000.0,241825000000.0,
Beginning Cash Position,182092000000.0,241577000000.0,241825000000.0,261036000000.0,
Effect Of Exchange Rate Changes,5448000000.0,-3972000000.0,1851000000.0,-11561000000.0,
Changes In Cash,-23281000000.0,-55513000000.0,-2099000000.0,-7650000000.0,
Financing Cash Flow,66100000000.0,7323000000.0,27800000000.0,59602000000.0,
Cash Flow From Continuing Financing Activities,66100000000.0,7323000000.0,27800000000.0,59602000000.0,
Net Other Financing Charges,75000000.0,1306000000.0,2279000000.0,563000000.0,
Cash Dividends Paid,-5277000000.0,-4497000000.0,-4189000000.0,-3682000000.0,
Net Preferred Stock Issuance,1895000000.0,2039000000.0,496000000.0,0.0,
Preferred Stock Payments,0.0,-2200000000.0,-1000000000.0,0.0,
Preferred Stock Issuance,1895000000.0,4239000000.0,1496000000.0,0.0,
Net Common Stock Issuance,-12360000000.0,-8000000000.0,-5796000000.0,-3500000000.0,
Common Stock Payments,-12360000000.0,-8000000000.0,-5796000000.0,-3500000000.0,
Net Issuance Payments Of Debt,18984000000.0,10581000000.0,-4713000000.0,38147000000.0,
Net Short Term Debt Issuance,-889000000.0,14641000000.0,2723000000.0,-1962000000.0,
Net Long Term Debt Issuance,19873000000.0,-4060000000.0,-7436000000.0,40109000000.0,
Long Term Debt Payments,-74833000000.0,-76555000000.0,-57636000000.0,-46213000000.0,
Long Term Debt Issuance,94706000000.0,72495000000.0,50200000000.0,86322000000.0,
Investing Cash Flow,-44227000000.0,-49624000000.0,-17312000000.0,-75960000000.0,
Cash Flow From Continuing Investing Activities,-44227000000.0,-49624000000.0,-17312000000.0,-75960000000.0,
Net Investment Purchase And Sale,-5153000000.0,-35723000000.0,-13408000000.0,-47575000000.0,
Sale Of Investment,92947000000.0,56373000000.0,26848000000.0,12961000000.0,
Purchase Of Investment,-98100000000.0,-92096000000.0,-40256000000.0,-60536000000.0,
Net Business Purchase And Sale,1536000000.0,3622000000.0,487000000.0,-2115000000.0,
Purchase Of Business,,,,-2115000000.0,0.0
Net PPE Purchase And Sale,-1261000000.0,-478000000.0,962000000.0,-1042000000.0,
Sale Of PPE,803000000.0,1613000000.0,3278000000.0,2706000000.0,
Purchase Of PPE,-2064000000.0,-2091000000.0,-2316000000.0,-3748000000.0,
Operating Cash Flow,-45154000000.0,-13212000000.0,-12587000000.0,8708000000.0,
Cash Flow From Continuing Operating Activities,-45154000000.0,-13212000000.0,-12587000000.0,8708000000.0,
Change In Working Capital,-68907000000.0,-26451000000.0,-24413000000.0,-9481000000.0,
Change In Other Working Capital,-55512000000.0,-95570000000.0,-186275000000.0,88354000000.0,
Other Non Cash Items,1859000000.0,-6640000000.0,-3299000000.0,87000000.0,
Stock Based Compensation,3445000000.0,2663000000.0,2085000000.0,4083000000.0,
Deferred Tax,204000000.0,-800000000.0,-1360000000.0,-2412000000.0,
Deferred Income Tax,204000000.0,-800000000.0,-1360000000.0,-2412000000.0,
Depreciation Amortization Depletion,2182000000.0,2392000000.0,4856000000.0,2455000000.0,
Depreciation And Amortization,2182000000.0,2392000000.0,4856000000.0,2455000000.0,
Net Income From Continuing Operations,17176000000.0,14276000000.0,8516000000.0,11261000000.0,
