period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,426468510,418000000,431901880,10,419836000,0.015800001
+1q,428473100,420563330,435805710,10,423001000,0.0128999995
0y,1721492550,1686665400,1750880330,12,1700956000,0.0121
+1y,1769430840,1734169230,1800382670,11,1721492550,0.0278
