,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,613946000.0,605161000.0,520317000.0,584058000.0,
Repurchase Of Capital Stock,-117811000.0,0.0,-25009000.0,-49028000.0,
Repayment Of Debt,-178323000.0,-153615000.0,-24669000.0,-2672000.0,
Issuance Of Debt,17020000.0,301697000.0,0.0,0.0,
Issuance Of Capital Stock,,0.0,0.0,629552000.0,899053000.0
Capital Expenditure,-288941000.0,-271687000.0,-312347000.0,-236013000.0,
Interest Paid Supplemental Data,190511000.0,192101000.0,184201000.0,154911000.0,
Income Tax Paid Supplemental Data,1373000.0,1044000.0,1911000.0,1145000.0,
End Cash Position,36932000.0,35427000.0,34866000.0,30194000.0,
Beginning Cash Position,35427000.0,34866000.0,30194000.0,28418000.0,
Changes In Cash,1505000.0,561000.0,4672000.0,1776000.0,
Financing Cash Flow,-750392000.0,-599936000.0,-538854000.0,111233000.0,
Cash Flow From Continuing Financing Activities,-750392000.0,-599936000.0,-538854000.0,111233000.0,
Net Other Financing Charges,-53684000.0,-66510000.0,-52629000.0,-58614000.0,
Cash Dividends Paid,-572694000.0,-563333000.0,-544622000.0,-488005000.0,
Preferred Stock Dividend Paid,-4830000.0,-4851000.0,-4770000.0,-4381000.0,
Common Stock Dividend Paid,-567864000.0,-558482000.0,-539852000.0,-483624000.0,
Net Common Stock Issuance,-117811000.0,0.0,-25009000.0,580524000.0,
Common Stock Payments,-117811000.0,0.0,-25009000.0,-49028000.0,
Common Stock Issuance,,0.0,0.0,629552000.0,899053000.0
Net Issuance Payments Of Debt,-6203000.0,29907000.0,83406000.0,77328000.0,
Net Short Term Debt Issuance,155100000.0,-118175000.0,108075000.0,80000000.0,
Net Long Term Debt Issuance,-161303000.0,148082000.0,-24669000.0,-2672000.0,
Long Term Debt Payments,-178323000.0,-153615000.0,-24669000.0,-2672000.0,
Long Term Debt Issuance,17020000.0,301697000.0,0.0,0.0,
Investing Cash Flow,-150990000.0,-276351000.0,-289138000.0,-929528000.0,
Cash Flow From Continuing Investing Activities,-150990000.0,-276351000.0,-289138000.0,-929528000.0,
Net Other Investing Changes,-112000000.0,-32168000.0,-85310000.0,-75183000.0,
Dividends Received Cfi,150303000.0,41097000.0,14399000.0,81443000.0,
Net Investment Purchase And Sale,0.0,4624000.0,14471000.0,0.0,
Sale Of Investment,0.0,4624000.0,14471000.0,0.0,
Net Investment Properties Purchase And Sale,182679000.0,31118000.0,152044000.0,-498363000.0,
Sale Of Investment Properties,373545000.0,98650000.0,325767000.0,40808000.0,
Purchase Of Investment Properties,-190866000.0,-67532000.0,-173723000.0,-539171000.0,
Net Business Purchase And Sale,-83031000.0,-49335000.0,-72395000.0,-201412000.0,
Sale Of Business,0.0,1000000.0,,0.0,
Purchase Of Business,-83031000.0,-50335000.0,-72395000.0,-201412000.0,
Capital Expenditure Reported,-288941000.0,-271687000.0,-312347000.0,-236013000.0,
Operating Cash Flow,902887000.0,876848000.0,832664000.0,820071000.0,
Cash Flow From Continuing Operating Activities,902887000.0,876848000.0,832664000.0,820071000.0,
Change In Working Capital,-22260000.0,-35903000.0,-36407000.0,-3348000.0,
Change In Other Current Liabilities,-13888000.0,-4759000.0,-2828000.0,-13140000.0,
Change In Other Current Assets,-8372000.0,-31144000.0,-33579000.0,9792000.0,
Other Non Cash Items,32509000.0,27107000.0,9089000.0,31695000.0,
Stock Based Compensation,26484000.0,32625000.0,32896000.0,27505000.0,
Provisionand Write Offof Assets,-213000.0,37456000.0,702000.0,140000.0,
Depreciation Amortization Depletion,680035000.0,695473000.0,691838000.0,679572000.0,
Depreciation And Amortization,680035000.0,695473000.0,691838000.0,679572000.0,
Operating Gains Losses,-217383000.0,24213000.0,-339942000.0,-8072000.0,
Earnings Losses From Equity Investments,25530000.0,41080000.0,11251000.0,17422000.0,
Gain Loss On Investment Securities,-242913000.0,-16867000.0,-351193000.0,-25494000.0,
Net Income From Continuing Operations,403715000.0,95877000.0,474488000.0,92579000.0,
