address1,address2,city,state,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,irWebsite,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,shortName,longName,corporateActions,regularMarketTime,hasPrePostMarketData,firstTradeDateMilliseconds,displayName,trailingPegRatio
1745 Shea Center Drive,Suite 200,Highlands Ranch,CO,80129-1540,United States,720 283 6120,720 283 2453,https://www.udr.com,REIT - Residential,reit-residential,REIT - Residential,Real Estate,real-estate,Real Estate,"UDR, Inc. is a S&P 500 company, is a leading multifamily real estate investment trust with a demonstrated performance history of delivering superior and dependable returns by successfully managing, buying, selling, developing and redeveloping attractive real estate properties in targeted U.S. markets. As of December 31, 2025, UDR owned or had an ownership position in 60,941 apartment homes, including 300 apartment homes under development. For over 53 years, UDR has delivered long-term value to shareholders, the best standard of service to residents and the highest quality experience for associates. UDR, Inc. was incorporated in 1972 in Maryland, USA.",1420,"[{'maxAge': 1, 'name': 'Mr. Thomas W. Toomey CPA', 'age': 64, 'title': 'Chairman, President & CEO', 'yearBorn': 1961, 'fiscalYear': 2024, 'totalPay': 923190, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Michael D. Lacy', 'age': 43, 'title': 'Senior VP & COO', 'yearBorn': 1982, 'fiscalYear': 2024, 'totalPay': 874200, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. David Dooley Bragg', 'title': 'Senior VP & CFO', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. H. Andrew Cantor', 'age': 55, 'title': 'Senior Vice President of Investments', 'yearBorn': 1970, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Tracy L. Hofmeister', 'age': 54, 'title': 'Senior VP & Chief Accounting Officer', 'yearBorn': 1971, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Joshua A. Gampp', 'age': 48, 'title': 'Senior VP & CTO', 'yearBorn': 1977, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Philip J. Curry', 'title': 'VP of Information & Security', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Shane  Summers', 'title': 'Vice President of Operations, Sourcing & Administration', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Trent Nathan Trujillo', 'title': 'Vice President of Investor Relations', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Todd W. Newton', 'title': 'Vice President of Marketing', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",2,6,2,5,4,1775001600,1735603200,http://www.snl.com/irweblinkx/corporateprofile.aspx?iid=103025,[],86400,2,34.78,34.75,34.765,35.2325,34.78,34.75,34.765,35.2325,1.74,5.02,1776211200,1.5177001,3.79,0.72,30.942478,63.572727,1280009,1280009,4275265,3478660,3478660,34.95,34.97,300,100,13163939840,11427732942,32.94,43.92,61.06,2.125,7.5269613,36.5344,37.2168,1.72,0.049453713,USD,False,18288064512,0.21597,296220769,328571965,13345808,14779800,1770940800,1773360000,0.040599998,0.00476,1.0703701,3.85,0.0553,376489065,9.886,3.53682,1767139200,1798675200,1767139200,372864992,1.13,0.55,2:1,736646400,10.457,17.666,-0.08689946,0.32693863,0.43,1768176000,EQUITY,34.965,44.0,38.0,40.80952,41.0,2.45455,buy,21,1494000,0.005,1035198016,6004332032,0.001,0.156,1748904960,144.726,5.295,0.020869998,0.09378,1165136000,892476032,902886976,0.015,0.66621,0.59191,0.22202,USD,UDR,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,REGULAR,15,0,2.5 - Buy,False,0.18500137,34.765 - 35.2325,NYSE,4275265,2.0250015,0.06147546,32.94 - 43.92,-8.954998,-0.20389341,-8.689946,1777507200,1770670800,1777492800,1777492800,1770742800,1770742800,True,1.13,0.55,-1.5694008,-0.042956796,-2.2518005,-0.060504947,NYQ,finmb_310667,America/New_York,EDT,-14400000,us_market,False,0.5319189,34.965,"UDR, Inc.","UDR, Inc.",[],1775579634,True,322151400000,UDR,
