,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.031400003,1891785,1111489849,-0.0034999999
1,2026-01-31,"Principal Funds, Inc-MidCap Fund",0.026099999,1575044,925393434,-0.0242
2,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0252,1520273,893213556,0.021300001
3,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,0.0218,1312666,771237183,-0.0159
4,2026-02-28,Fidelity Magellan Fund,0.0135,812504,477374515,-0.0425
5,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0128999995,776040,455950640,-0.0086
6,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0127,767483,450923103,0.0017
7,2025-12-31,-Victory Pioneer Fund,0.0121,729771,428765984,0.0228
8,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0117999995,709999,417149243,-0.0184
9,2026-01-31,VANGUARD WINDSOR FUNDS-Vanguard Windsor II Fund,0.010299999,621279,365023140,0.0
