,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-1483870.967742,-988888.888889,-403892.944039,-426000.0,-1002832.86119,
Tax Rate For Calcs,0.164875,0.197778,0.201946,0.213,0.167139,
Normalized EBITDA,503000000.0,673000000.0,637000000.0,360000000.0,558000000.0,
Total Unusual Items,-9000000.0,-5000000.0,-2000000.0,-2000000.0,-6000000.0,
Total Unusual Items Excluding Goodwill,-9000000.0,-5000000.0,-2000000.0,-2000000.0,-6000000.0,
Net Income From Continuing Operation Net Minority Interest,233000000.0,361000000.0,328000000.0,116000000.0,294000000.0,
Reconciled Depreciation,157000000.0,159000000.0,167000000.0,154000000.0,149000000.0,
Reconciled Cost Of Revenue,1066000000.0,1235000000.0,1267000000.0,1018000000.0,1141000000.0,
EBITDA,494000000.0,668000000.0,635000000.0,358000000.0,552000000.0,
EBIT,337000000.0,509000000.0,468000000.0,204000000.0,403000000.0,
Net Interest Income,-58000000.0,-59000000.0,-57000000.0,-56000000.0,-50000000.0,
Interest Expense,58000000.0,59000000.0,57000000.0,56000000.0,50000000.0,
Normalized Income,240516129.032258,365011111.111111,329596107.055961,117574000.0,298997167.13881,
Net Income From Continuing And Discontinued Operation,279000000.0,414000000.0,328000000.0,116000000.0,294000000.0,
Total Expenses,1183000000.0,1336000000.0,1351000000.0,1157000000.0,1226000000.0,
Total Operating Income As Reported,341000000.0,505000000.0,458000000.0,194000000.0,399000000.0,
Diluted Average Shares,60500000.0,60400000.0,60400000.0,61000000.0,61300000.0,
Basic Average Shares,60300000.0,60300000.0,60300000.0,60900000.0,61100000.0,
Diluted EPS,4.62,6.85,5.43,1.9,4.79,
Basic EPS,4.63,6.86,5.44,1.91,4.81,
Diluted NI Availto Com Stockholders,279000000.0,414000000.0,328000000.0,116000000.0,294000000.0,
Net Income Common Stockholders,279000000.0,414000000.0,328000000.0,116000000.0,294000000.0,
Net Income,279000000.0,414000000.0,328000000.0,116000000.0,294000000.0,
Minority Interests,0.0,0.0,0.0,0.0,,0.0
Net Income Including Noncontrolling Interests,279000000.0,414000000.0,328000000.0,116000000.0,294000000.0,
Net Income Discontinuous Operations,46000000.0,53000000.0,,,0.0,66000000.0
Net Income Continuous Operations,233000000.0,361000000.0,328000000.0,116000000.0,294000000.0,
Tax Provision,46000000.0,89000000.0,83000000.0,32000000.0,59000000.0,
Pretax Income,279000000.0,450000000.0,411000000.0,148000000.0,353000000.0,
Other Income Expense,-13000000.0,-1000000.0,8000000.0,8000000.0,-2000000.0,
Other Non Operating Income Expenses,-4000000.0,4000000.0,10000000.0,10000000.0,4000000.0,
Special Income Charges,-9000000.0,-5000000.0,-2000000.0,-2000000.0,-6000000.0,
Restructuring And Mergern Acquisition,,,2000000.0,2000000.0,6000000.0,4000000.0
Net Non Operating Interest Income Expense,-58000000.0,-59000000.0,-57000000.0,-56000000.0,-50000000.0,
Interest Expense Non Operating,58000000.0,59000000.0,57000000.0,56000000.0,50000000.0,
Operating Income,350000000.0,510000000.0,460000000.0,196000000.0,405000000.0,
Operating Expense,117000000.0,101000000.0,84000000.0,139000000.0,85000000.0,
Other Operating Expenses,14000000.0,-9000000.0,-25000000.0,9000000.0,-21000000.0,
Selling General And Administration,103000000.0,110000000.0,109000000.0,130000000.0,106000000.0,
Gross Profit,467000000.0,611000000.0,544000000.0,335000000.0,490000000.0,
Cost Of Revenue,1066000000.0,1235000000.0,1267000000.0,1018000000.0,1141000000.0,
Total Revenue,1533000000.0,1846000000.0,1811000000.0,1353000000.0,1631000000.0,
Operating Revenue,1533000000.0,1846000000.0,1811000000.0,1353000000.0,1631000000.0,
