period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.47049,2.05,2.90643,1.54,18,0.6042
+1q,2.4887,2.2,2.80704,2.58,18,-0.0354
0y,9.37967,8.85,10.04806,9.84,20,-0.0468
+1y,10.11232,9.481,11.16653,9.37967,20,0.078099996
