period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,3.50625,3.4,3.63,3.07,8,0.1421
+1q,3.7025,3.61,3.86,3.27,8,0.13229999
0y,15.35182,14.92,15.57,14.52,11,0.0573
+1y,16.52,16.24,16.77,15.35182,11,0.0761
