period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1555333330,1536000000,1572000000,3,1480422000,0.0506
+1q,1581200000,1555000000,1600600000,3,1481287000,0.0675
0y,6388118860,6252944590,6445100000,5,5994318000,0.0657
+1y,6759442780,6502394320,6863000000,5,6388118860,0.0581
