,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,570965000.0,486404000.0,288558000.0,298948000.0,
Repayment Of Debt,,0.0,0.0,-149070000.0,-2041000.0
Issuance Of Debt,,0.0,0.0,55000000.0,0.0
Capital Expenditure,-115692000.0,-124845000.0,-92647000.0,-67204000.0,
End Cash Position,345874000.0,298397000.0,144055000.0,142090000.0,
Beginning Cash Position,298397000.0,144055000.0,142090000.0,183702000.0,
Changes In Cash,47477000.0,154342000.0,1965000.0,-41612000.0,
Financing Cash Flow,-199852000.0,-229995000.0,-221675000.0,-300842000.0,
Cash Flow From Continuing Financing Activities,-199852000.0,-229995000.0,-221675000.0,-300842000.0,
Cash Dividends Paid,-254275000.0,-237508000.0,-221675000.0,-206772000.0,
Common Stock Dividend Paid,-254275000.0,-237508000.0,-221675000.0,-206772000.0,
Net Issuance Payments Of Debt,,0.0,0.0,-94070000.0,-2041000.0
Net Short Term Debt Issuance,,0.0,0.0,0.0,0.0
Short Term Debt Payments,,0.0,0.0,-55000000.0,0.0
Short Term Debt Issuance,,0.0,0.0,55000000.0,0.0
Net Long Term Debt Issuance,,,,-94070000.0,-2041000.0
Long Term Debt Payments,,0.0,0.0,-94070000.0,-2041000.0
Investing Cash Flow,-439328000.0,-226912000.0,-157565000.0,-106922000.0,
Cash Flow From Continuing Investing Activities,-439328000.0,-226912000.0,-157565000.0,-106922000.0,
Net Investment Purchase And Sale,-301002000.0,-75773000.0,-53007000.0,-36875000.0,
Sale Of Investment,429040000.0,437748000.0,262560000.0,447282000.0,
Purchase Of Investment,-730042000.0,-513521000.0,-315567000.0,-484157000.0,
Net PPE Purchase And Sale,-115692000.0,-124845000.0,-92647000.0,-66939000.0,
Sale Of PPE,,0.0,0.0,265000.0,0.0
Purchase Of PPE,-115692000.0,-124845000.0,-92647000.0,-67204000.0,
Operating Cash Flow,686657000.0,611249000.0,381205000.0,366152000.0,
Cash Flow From Continuing Operating Activities,686657000.0,611249000.0,381205000.0,366152000.0,
Change In Working Capital,31294000.0,-60893000.0,-148429000.0,-34646000.0,
Change In Other Working Capital,3785000.0,5488000.0,12821000.0,358000.0,
Change In Other Current Liabilities,,0.0,0.0,15647000.0,52755000.0
Change In Other Current Assets,-29380000.0,-34516000.0,-101250000.0,0.0,
Change In Payables And Accrued Expense,66315000.0,54464000.0,33829000.0,23004000.0,
Change In Accrued Expense,57102000.0,7381000.0,-27089000.0,-25271000.0,
Change In Payable,9213000.0,47083000.0,60918000.0,48275000.0,
Change In Account Payable,-7798000.0,-7517000.0,7237000.0,18993000.0,
Change In Prepaid Assets,22345000.0,-2996000.0,7729000.0,-25843000.0,
Change In Receivables,-28529000.0,-81722000.0,-100401000.0,-45814000.0,
Other Non Cash Items,-2634000.0,,,,
Deferred Tax,19547000.0,4026000.0,-1002000.0,9468000.0,
Deferred Income Tax,19547000.0,4026000.0,-1002000.0,9468000.0,
Depreciation And Amortization,76783000.0,63907000.0,53592000.0,51720000.0,
Depreciation,76783000.0,63907000.0,53592000.0,51720000.0,
Operating Gains Losses,2332000.0,3895000.0,30983000.0,41041000.0,
Gain Loss On Investment Securities,-3409000.0,21000.0,29376000.0,40869000.0,
Gain Loss On Sale Of PPE,5741000.0,3874000.0,1607000.0,172000.0,
Net Income From Continuing Operations,559335000.0,600314000.0,446061000.0,298569000.0,
Cash Flowsfromusedin Operating Activities Direct,,,,,402794000.0
Classesof Cash Payments,,,,,-2283442000.0
Other Cash Paymentsfrom Operating Activities,,,,,-995548000.0
Paymentson Behalfof Employees,,,,,-237115000.0
Classesof Cash Receiptsfrom Operating Activities,,,,,2686236000.0
Other Cash Receiptsfrom Operating Activities,,,,,680130000.0
