period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1197933000,1172990000,1213544000,7,1211716000,-0.0114
+1q,1138642290,1095450000,1164000000,7,1125097000,0.012
0y,4607353230,4545150000,4640500000,10,4646958000,-0.0085
+1y,4823788170,4728510000,4905500000,10,4607353230,0.047
