Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
2005-03-24,"[datetime.date(2026, 6, 12)]",5.99,5.77,5.82827,6520000000,6427000000,6456378710
