,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.1021,41283446,9925366011,-0.0021
1,2025-12-31,Blackrock Inc.,0.1,40430222,9720233899,-0.0023
2,2025-12-31,State Street Corporation,0.0507,20473733,4922294850,-0.0077
3,2025-12-31,"Geode Capital Management, LLC",0.028499998,11531678,2772446003,0.0372
4,2025-12-31,NORGES BANK,0.0161,6500657,1562887944,0.23889999
5,2025-12-31,"Arrowstreet Capital, Limited Partnership",0.0154,6228503,1497456679,0.1088
6,2025-12-31,Morgan Stanley,0.0153,6195038,1489411024,-0.1039
7,2025-12-31,Bank Of New York Mellon Corporation,0.0138,5586349,1343070016,-0.0502
8,2025-12-31,Invesco Ltd.,0.0127,5119025,1230715981,0.0617
9,2025-12-31,"UBS AM, a distinct business unit of UBS ASSET MANAGEMENT AMERICAS LLC",0.0126,5083365,1222142603,-0.0171
