period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.72743,0.71,0.75,0.64,24,0.1366
+1q,0.74968,0.72,0.79,0.67,23,0.1189
0y,2.96461,2.86,3.02,2.56,28,0.15810001
+1y,3.31152,3.13,3.41,2.96461,27,0.117
