period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,3.03127,1.66,4.68,3.02,23,0.0037
+1q,4.37612,3.83,5.04,5.47,17,-0.2
0y,15.85562,15.4,16.32,15.28,23,0.0377
+1y,16.00406,13.96,18.17273,15.85562,24,0.0094
