period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.1975,0.19,0.2,0.18427,4,0.0718
+1q,0.195,0.19,0.2,0.184,4,0.0598
0y,0.7925,0.77,0.81,0.7425,4,0.0673
+1y,0.868,0.8,0.92,0.7925,5,0.0953
