address1,address2,city,state,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,marketState,cryptoTradeable,displayName,trailingPegRatio
500 North Broadway,Suite 201,Jericho,NY,11753-2128,United States,516 869 9000,516 869 9001,https://www.kimcorealty.com,REIT - Retail,reit-retail,REIT - Retail,Real Estate,real-estate,Real Estate,"Kimco Realty Corporation is a real estate investment trust and leading owner and operator of high-quality, open-air, grocery-anchored shopping centers and mixed-use properties in the United States. The company's portfolio is strategically concentrated in the first-ring suburbs of the top major metropolitan markets, including high-barrier-to-entry coastal markets and Sun Belt cities. Its tenant mix is focused on essential, necessity-based goods and services that drive multiple shopping trips per week. Publicly traded on the NYSE since 1991 and included in the S&P 500 Index, the company has specialized in shopping center ownership, management, acquisitions, and value-enhancing redevelopment activities for more than 65 years. With a proven commitment to corporate responsibility, Kimco Realty is a recognized industry leader in this area. As of December 31, 2025, the company owned interests in 565 U.S. shopping centers and mixed-use assets comprising 100 million square feet of gross leasable space.",710,"[{'maxAge': 1, 'name': 'Mr. Conor C. Flynn', 'title': 'CEO & Director', 'fiscalYear': 2024, 'totalPay': 4624336, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ross  Cooper', 'age': 42, 'title': 'President, Chief Investment Officer & Director', 'yearBorn': 1983, 'fiscalYear': 2024, 'totalPay': 2175838, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Glenn Gary Cohen CPA', 'age': 61, 'title': 'Executive VP & CFO', 'yearBorn': 1964, 'fiscalYear': 2024, 'totalPay': 2099197, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. David  Jamieson', 'age': 44, 'title': 'Executive VP, COO & Director', 'yearBorn': 1981, 'fiscalYear': 2024, 'totalPay': 2088899, 'exercisedValue': 0, 'unexercisedValue': 0}]",4,3,1,8,3,1775001600,1735603200,[],86400,2,22.46,22.38,22.36,22.71,22.46,22.38,22.36,22.71,1.04,4.6,1772755200,1.2317,4.06,1.051,27.59756,26.071428,1197968,1197968,5973695,5047980,5047980,22.63,22.64,1400,500,15324900352,15233906380,17.93,23.91,53.6,4.277778,7.1607804,22.47,21.49915,1.01,0.044968836,USD,False,23512901632,0.27323,658030608,674066654,25416612,22119049,1770940800,1773360000,0.0377,0.021710001,0.97957003,3.76,0.0519,677194053,15.416,1.4679552,1767139200,1798675200,1767139200,-0.09,551172992,0.82,0.868,2:1,1124841600,10.987,17.948,0.20106947,0.32693863,0.26,1772755200,EQUITY,22.63,28.0,21.0,24.875,25.0,2.32,buy,22,211648000,0.314,1310023040,8314580992,0.488,0.488,2140115968,78.678,3.17,0.02243,0.055370003,1477782016,842696640,1120014976,-0.068,0.032,0.69051003,0.61213,0.33007,USD,KIM,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,[],1775579155,NYQ,finmb_320371,America/New_York,EDT,-14400000,us_market,False,0.7569015,22.63,Kimco Realty Corporation (HC),Kimco Realty Corporation,True,690820200000,0.17000008,22.36 - 22.71,NYSE,5973695,4.699999,0.26213044,17.93 - 23.91,-1.2800007,-0.053534117,20.106947,1773878400,1770903000,1777552200,1777552200,1770903000,1770903000,True,0.82,0.868,0.7925,28.555202,0.15999985,0.0071205986,1.1308498,0.052599747,15,0,2.3 - Buy,REGULAR,False,Kimco Realty,
