,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Preferred Shares Number,20748000.0,20748000.0,11846000.0,20759000.0,21215539.0,
Ordinary Shares Number,674093047.0,677195722.0,677205011.0,679497438.0,679493522.0,
Share Issued,674093047.0,677195722.0,677205011.0,679497438.0,679493522.0,
Net Debt,7974255000.0,8065501000.0,7932165000.0,7892860000.0,7772516000.0,
Total Debt,8305981000.0,8346105000.0,8281104000.0,8140244000.0,8578337000.0,
Tangible Book Value,10391815000.0,10486187000.0,10520654000.0,10588255000.0,10652526000.0,
Invested Capital,18577718000.0,18711027000.0,18679372000.0,18612386000.0,19113664000.0,
Working Capital,674156000.0,775947000.0,744483000.0,629748000.0,1193299000.0,
Net Tangible Assets,10391836000.0,10486208000.0,10520675000.0,10588276000.0,10652547000.0,
Capital Lease Obligations,120078000.0,121265000.0,122386000.0,116113000.0,117199000.0,
Common Stock Equity,10391815000.0,10486187000.0,10520654000.0,10588255000.0,10652526000.0,
Preferred Stock Equity,21000.0,21000.0,21000.0,21000.0,21000.0,
Total Capitalization,18577739000.0,18674407000.0,18679393000.0,18612407000.0,19113685000.0,
Total Equity Gross Minority Interest,10567878000.0,10685002000.0,10717976000.0,10780601000.0,10845789000.0,
Minority Interest,176042000.0,198794000.0,197301000.0,192325000.0,193242000.0,
Stockholders Equity,10391836000.0,10486208000.0,10520675000.0,10588276000.0,10652547000.0,
Gains Losses Not Affecting Retained Earnings,-8792000.0,-8844000.0,-7790000.0,-911000.0,11038000.0,
Other Equity Adjustments,-8792000.0,-8844000.0,-7790000.0,-911000.0,11038000.0,
Retained Earnings,-528730000.0,-496466000.0,-457405000.0,-443533000.0,-398792000.0,
Additional Paid In Capital,10922596000.0,10984725000.0,10979077000.0,11025904000.0,11033485000.0,
Capital Stock,6762000.0,6793000.0,6793000.0,6816000.0,6816000.0,
Common Stock,6741000.0,6772000.0,6772000.0,6795000.0,6795000.0,
Preferred Stock,21000.0,21000.0,21000.0,21000.0,21000.0,
Total Liabilities Net Minority Interest,9120372000.0,9195037000.0,9078579000.0,8950651000.0,9464107000.0,
Total Non Current Liabilities Net Minority Interest,8828835000.0,8835547000.0,8814894000.0,8686736000.0,9182240000.0,
Other Non Current Liabilities,522854000.0,526083000.0,533790000.0,546492000.0,603903000.0,
Long Term Debt And Capital Lease Obligation,8305981000.0,8309464000.0,8281104000.0,8140244000.0,8578337000.0,
Long Term Capital Lease Obligation,120078000.0,121265000.0,122386000.0,116113000.0,117199000.0,
Long Term Debt,8185903000.0,8188199000.0,8158718000.0,8024131000.0,8461138000.0,
Current Liabilities,291537000.0,359490000.0,263685000.0,263915000.0,281867000.0,
Current Debt And Capital Lease Obligation,,36641000.0,,,,
Current Debt,,36641000.0,,,,
Line Of Credit,0.0,36641000.0,,,0.0,
Payables And Accrued Expenses,291537000.0,322849000.0,263685000.0,263915000.0,281867000.0,
Payables,291537000.0,322849000.0,263685000.0,263915000.0,281867000.0,
Dividends Payable,,6364000.0,6364000.0,6373000.0,6409000.0,6722000.0
Accounts Payable,291537000.0,316485000.0,257321000.0,257542000.0,281867000.0,
Total Assets,19688250000.0,19880039000.0,19796555000.0,19731252000.0,20309896000.0,
Total Non Current Assets,18722557000.0,18744602000.0,18788387000.0,18837589000.0,18834730000.0,
Other Non Current Assets,93809000.0,301654000.0,329458000.0,291402000.0,135893000.0,
Non Current Deferred Assets,177873000.0,,,,167041000.0,
Investments And Advances,1553987000.0,1563692000.0,1576700000.0,1584141000.0,1595022000.0,
Other Investments,99936000.0,109334000.0,109826000.0,107300000.0,107347000.0,
Long Term Equity Investment,1454051000.0,1454358000.0,1466874000.0,1476841000.0,1487675000.0,
Investmentsin Joint Venturesat Cost,1454051000.0,1454358000.0,1466874000.0,1476841000.0,1487675000.0,
Investment Properties,16769292000.0,16750039000.0,16751461000.0,16837121000.0,16810333000.0,
Net PPE,127596000.0,129217000.0,130768000.0,124925000.0,126441000.0,
Gross PPE,127596000.0,129217000.0,130768000.0,124925000.0,126441000.0,
Other Properties,127596000.0,129217000.0,130768000.0,124925000.0,126441000.0,
Current Assets,965693000.0,1135437000.0,1008168000.0,893663000.0,1475166000.0,
Restricted Cash,1146000.0,1142000.0,1273000.0,1232000.0,1109000.0,
Receivables,752899000.0,974956000.0,780342000.0,761160000.0,785435000.0,
Other Receivables,87613000.0,85298000.0,79183000.0,82155000.0,82875000.0,
Loans Receivable,383935000.0,623237000.0,440991000.0,421849000.0,444966000.0,
Accounts Receivable,281351000.0,266421000.0,260168000.0,257156000.0,257594000.0,
Cash Cash Equivalents And Short Term Investments,211648000.0,159339000.0,226553000.0,131271000.0,688622000.0,
Other Short Term Investments,,,,,2290000.0,2355000.0
Cash And Cash Equivalents,211648000.0,159339000.0,226553000.0,131271000.0,688622000.0,
