,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,0.0,-17731182.795699,-147392000.0,0.0
Tax Rate For Calcs,0.29191,0.182796,0.224,0.212
Normalized EBITDA,3113000000.0,3566000000.0,3310000000.0,3376000000.0
Total Unusual Items,0.0,-97000000.0,-658000000.0,0.0
Total Unusual Items Excluding Goodwill,0.0,-97000000.0,-658000000.0,0.0
Net Income From Continuing Operation Net Minority Interest,1621000000.0,2159000000.0,1459000000.0,1934000000.0
Reconciled Depreciation,805000000.0,781000000.0,753000000.0,754000000.0
Reconciled Cost Of Revenue,10524000000.0,10516000000.0,10877000000.0,13956000000.0
EBITDA,3113000000.0,3469000000.0,2652000000.0,3376000000.0
EBIT,2308000000.0,2688000000.0,1899000000.0,2622000000.0
Net Interest Income,-232000000.0,-222000000.0,-227000000.0,-268000000.0
Interest Expense,256000000.0,270000000.0,293000000.0,282000000.0
Interest Income,24000000.0,48000000.0,66000000.0,14000000.0
Normalized Income,1621000000.0,2238268817.204301,1969608000.0,1934000000.0
Net Income From Continuing And Discontinued Operation,2021000000.0,2545000000.0,1764000000.0,1934000000.0
Total Expenses,14096000000.0,14008000000.0,14560000000.0,17494000000.0
Total Operating Income As Reported,2351000000.0,2700000000.0,1928000000.0,2681000000.0
Diluted Average Shares,333200000.0,337000000.0,338800000.0,338300000.0
Basic Average Shares,331900000.0,335751979.0,337931034.0,337521815.0
Diluted EPS,6.07,7.55,5.21,5.73
Basic EPS,6.09,7.58,5.22,5.73
Diluted NI Availto Com Stockholders,2021000000.0,2545000000.0,1764000000.0,1934000000.0
Net Income Common Stockholders,2021000000.0,2545000000.0,1764000000.0,1934000000.0
Net Income,2021000000.0,2545000000.0,1764000000.0,1934000000.0
Minority Interests,-28000000.0,-33000000.0,0.0,-27000000.0
Net Income Including Noncontrolling Interests,2049000000.0,2578000000.0,1764000000.0,1961000000.0
Net Income Discontinuous Operations,400000000.0,386000000.0,305000000.0,
Net Income Continuous Operations,1649000000.0,2192000000.0,1459000000.0,1961000000.0
Earnings From Equity Interest Net Of Tax,196000000.0,216000000.0,196000000.0,116000000.0
Tax Provision,599000000.0,442000000.0,343000000.0,495000000.0
Pretax Income,2052000000.0,2418000000.0,1606000000.0,2340000000.0
Other Income Expense,-67000000.0,-157000000.0,-753000000.0,-73000000.0
Other Non Operating Income Expenses,-67000000.0,-60000000.0,-95000000.0,-73000000.0
Special Income Charges,0.0,-97000000.0,-658000000.0,0.0
Impairment Of Capital Assets,0.0,97000000.0,658000000.0,0.0
Net Non Operating Interest Income Expense,-232000000.0,-222000000.0,-227000000.0,-268000000.0
Interest Expense Non Operating,256000000.0,270000000.0,293000000.0,282000000.0
Interest Income Non Operating,24000000.0,48000000.0,66000000.0,14000000.0
Operating Income,2351000000.0,2797000000.0,2586000000.0,2681000000.0
Operating Expense,3572000000.0,3492000000.0,3683000000.0,3538000000.0
Other Operating Expenses,44000000.0,-438000000.0,68000000.0,-43000000.0
Selling General And Administration,3528000000.0,3930000000.0,3615000000.0,3581000000.0
Gross Profit,5923000000.0,6289000000.0,6269000000.0,6219000000.0
Cost Of Revenue,10524000000.0,10516000000.0,10877000000.0,13956000000.0
Total Revenue,16447000000.0,16805000000.0,17146000000.0,20175000000.0
Operating Revenue,16447000000.0,16805000000.0,17146000000.0,20175000000.0
