address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,irWebsite,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,displayName,trailingPegRatio
PO Box 619100,Dallas,TX,75261-9100,United States,972 281 1200,https://www.kimberly-clark.com,Household & Personal Products,household-personal-products,Household & Personal Products,Consumer Defensive,consumer-defensive,Consumer Defensive,"Kimberly-Clark Corporation, together with its subsidiaries, manufactures and markets personal care products in the United States. It operates in two segments, North America and International Personal Care. The North America segment offers disposable diapers, training and youth pants, swimpants, baby wipes, feminine and incontinence care products, reusable underwear, facial and bathroom tissue, paper towels, napkins, wipers, tissue, towels, soaps and sanitizers, and other related products under the Huggies, Pull-Ups, Goodnites, Kotex, Poise, Depend, Kleenex, Scott, Cottonelle, Viva, Wypall , and other brand names. Its International Personal Care segment provides baby and child care, adult care and feminine care, including disposable diapers, training and youth pants, swimpants, baby wipes, feminine and incontinence care products, reusable underwear, and other related products under the Huggies, Kotex, Goodfeel, Intimus, Depend, and other brand names. The company sells its household use products directly to supermarkets, mass merchandisers, drugstores, warehouse clubs, variety and department stores, and other retail outlets, as well as through other distributors and e-commerce. It also sells its professional use products through distributors, directly to manufacturing, lodging, office building, food service, and high-volume public facilities, and through e-commerce. Kimberly-Clark Corporation was founded in 1872 and is headquartered in Dallas, Texas.",36000,"[{'maxAge': 1, 'name': 'Mr. Michael D. Hsu', 'age': 61, 'title': 'Chairman & CEO', 'yearBorn': 1964, 'fiscalYear': 2025, 'totalPay': 3820416, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Russell C. Torres', 'age': 53, 'title': 'President & COO', 'yearBorn': 1972, 'fiscalYear': 2025, 'totalPay': 1957659, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Nelson  Urdaneta', 'age': 53, 'title': 'Senior VP & CFO', 'yearBorn': 1972, 'fiscalYear': 2025, 'totalPay': 1681094, 'exercisedValue': 0, 'unexercisedValue': 0}]",3,5,5,3,3,1775001600,1767139200,http://www.kimberly-clark.com/investors.aspx,[],86400,2,96.99,96.45,94.37,96.64,96.99,96.45,94.37,96.64,5.12,5.33,1772755200,1.037,3.68,0.296,19.45259,12.258145,1559374,1559381,5716918,4568830,4568830,91.2,100.24,1,1,31380127744,31908023885,94.37,144.31,160.16,2.262105,1.9079546,102.8548,114.1728,5.04,0.05196412,USD,False,38837698560,0.122880004,330820389,331925766,38666040,36888846,1770940800,1773360000,0.1165,0.00675,0.89027,8.29,0.133,331925766,4.525,20.892729,1767139200,1798675200,1767139200,0.116,1620999936,4.86,7.71239,1043:1000,1414972800,2.361,12.141,-0.2722839,0.32693863,1.28,1772755200,EQUITY,94.5396,142.0,90.0,113.30769,110.0,2.53333,hold,13,774000000,2.332,3199000064,7576000000,0.374,0.745,16446999552,464.785,49.554,0.09612001,1.26603,6136000000,912875008,2776999936,0.11,-0.006,0.37308,0.19450001,0.13161999,USD,KMB,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,Kimberly-Clark Corporation,REGULAR,[],1775579176,NMS,finmb_283857,America/New_York,EDT,-14400000,us_market,False,-2.5264475,94.5396,Kimberly-Clark Corporation,True,322151400000,-2.4504013,94.37 - 96.64,NasdaqGS,5716918,0.16959381,0.0017971157,94.37 - 144.31,-49.7704,-0.34488532,-27.228392,1775088000,1777379400,1777379400,1777379400,1777377600,1777377600,False,4.86,7.71239,7.57084,12.487332,-8.315201,-0.080844074,-19.633202,-0.17196041,15,0,2.5 - Hold,False,Kimberly-Clark,1.942
