period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.62158,1.56,1.69,1.48,14,0.095699996
+1q,1.9033,1.81,1.95819,1.76,14,0.08140001
0y,7.02835,6.99,7.05,6.41,16,0.096499994
+1y,7.54718,7.32,7.83,7.02835,17,0.0738
