,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-21216000.0,-28623000.0,-6902000.0,-24418298.192771
Tax Rate For Calcs,0.204,0.203,0.203,0.205196
Normalized EBITDA,4173000000.0,3996000000.0,3700000000.0,3461000000.0
Total Unusual Items,-104000000.0,-141000000.0,-34000000.0,-119000000.0
Total Unusual Items Excluding Goodwill,-104000000.0,-141000000.0,-34000000.0,-119000000.0
Net Income From Continuing Operation Net Minority Interest,2673000000.0,2486000000.0,2344000000.0,2114000000.0
Reconciled Depreciation,487000000.0,497000000.0,491000000.0,465000000.0
Reconciled Cost Of Revenue,2307000000.0,2363000000.0,2219000000.0,2139000000.0
EBITDA,4069000000.0,3855000000.0,3666000000.0,3342000000.0
EBIT,3582000000.0,3358000000.0,3175000000.0,2877000000.0
Net Interest Income,-129000000.0,-119000000.0,-134000000.0,-171000000.0
Interest Expense,222000000.0,225000000.0,239000000.0,221000000.0
Interest Income,93000000.0,106000000.0,105000000.0,50000000.0
Normalized Income,2755784000.0,2598377000.0,2371098000.0,2208581701.807229
Net Income From Continuing And Discontinued Operation,2673000000.0,2486000000.0,2344000000.0,2114000000.0
Total Expenses,5870000000.0,5864000000.0,5475000000.0,5152000000.0
Diluted Average Shares,443800000.0,454800000.0,462300000.0,470400000.0
Basic Average Shares,443400000.0,454200000.0,461200000.0,468900000.0
Diluted EPS,6.02,5.47,5.07,4.49
Basic EPS,6.03,5.47,5.08,4.51
Diluted NI Availto Com Stockholders,2673000000.0,2486000000.0,2344000000.0,2114000000.0
Net Income Common Stockholders,2673000000.0,2486000000.0,2344000000.0,2114000000.0
Net Income,2673000000.0,2486000000.0,2344000000.0,2114000000.0
Minority Interests,0.0,-10000000.0,4000000.0,3000000.0
Net Income Including Noncontrolling Interests,2673000000.0,2496000000.0,2340000000.0,2111000000.0
Net Income Continuous Operations,2673000000.0,2496000000.0,2340000000.0,2111000000.0
Tax Provision,687000000.0,637000000.0,596000000.0,545000000.0
Pretax Income,3360000000.0,3133000000.0,2936000000.0,2656000000.0
Other Income Expense,-108000000.0,-140000000.0,1000000.0,-101000000.0
Other Non Operating Income Expenses,-4000000.0,1000000.0,35000000.0,18000000.0
Special Income Charges,-59000000.0,-91000000.0,13000000.0,-57000000.0
Gain On Sale Of Ppe,0.0,-16000000.0,0.0,0.0
Gain On Sale Of Business,-3000000.0,-23000000.0,101000000.0,0.0
Write Off,22000000.0,0.0,1000000.0,9000000.0
Impairment Of Capital Assets,5000000.0,15000000.0,35000000.0,39000000.0
Restructuring And Mergern Acquisition,29000000.0,37000000.0,52000000.0,9000000.0
Gain On Sale Of Security,-45000000.0,-50000000.0,-47000000.0,-62000000.0
Net Non Operating Interest Income Expense,-129000000.0,-119000000.0,-134000000.0,-171000000.0
Interest Expense Non Operating,222000000.0,225000000.0,239000000.0,221000000.0
Interest Income Non Operating,93000000.0,106000000.0,105000000.0,50000000.0
Operating Income,3597000000.0,3392000000.0,3069000000.0,2928000000.0
Operating Expense,3204000000.0,3145000000.0,2914000000.0,2698000000.0
Depreciation Amortization Depletion Income Statement,128000000.0,141000000.0,149000000.0,150000000.0
Depreciation And Amortization In Income Statement,128000000.0,141000000.0,149000000.0,150000000.0
Amortization,128000000.0,141000000.0,149000000.0,150000000.0
Amortization Of Intangibles Income Statement,128000000.0,141000000.0,149000000.0,150000000.0
Research And Development,698000000.0,686000000.0,614000000.0,539000000.0
Selling General And Administration,2378000000.0,2318000000.0,2151000000.0,2009000000.0
Gross Profit,6801000000.0,6537000000.0,5983000000.0,5626000000.0
Cost Of Revenue,2666000000.0,2719000000.0,2561000000.0,2454000000.0
Total Revenue,9467000000.0,9256000000.0,8544000000.0,8080000000.0
Operating Revenue,9467000000.0,9256000000.0,8544000000.0,8080000000.0
