period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.55697,0.54,0.5928,0.47,7,0.185
+1q,0.64935,0.59,0.71,0.49,7,0.3252
0y,2.60113,2.46514,2.71,2.22,11,0.1717
+1y,2.87702,2.74,3.08,2.60113,11,0.10609999
