,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.0941,20171049,6500927554,0.0095999995
1,2025-12-31,Blackrock Inc.,0.0758,16236934,5233001597,0.024600001
2,2025-12-31,Capital World Investors,0.0572,12252904,3948988534,0.0146
3,2025-12-31,State Street Corporation,0.043,9203973,2966348536,-0.0028
4,2025-12-31,Massachusetts Financial Services Co.,0.0399,8545036,2753979725,-0.024300002
5,2025-12-31,Dodge & Cox Inc.,0.0367,7852456,2530768111,1.2664
6,2025-12-31,Morgan Stanley,0.025999999,5570506,1795318426,-0.0922
7,2025-12-31,"Geode Capital Management, LLC",0.024,5141363,1657009925,0.0055
8,2025-12-31,"Berkshire Hathaway, Inc",0.0168,3602995,1161209289,-0.121199995
9,2025-12-31,Bank Of New York Mellon Corporation,0.0162,3479061,1121266599,-0.0636
