,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,1546000000.0,1267000000.0,1103000000.0,608000000.0,
Repurchase Of Capital Stock,-1650000000.0,-901000000.0,-1000000000.0,-3530000000.0,
Repayment Of Debt,-5000000.0,-655000000.0,-254000000.0,-585000000.0,
Issuance Of Debt,999000000.0,746000000.0,748000000.0,750000000.0,
Issuance Of Capital Stock,,0.0,0.0,7000000.0,10000000.0
Capital Expenditure,-229000000.0,-245000000.0,-242000000.0,-204000000.0,
Interest Paid Supplemental Data,252000000.0,242000000.0,223000000.0,201000000.0,
Income Tax Paid Supplemental Data,,312000000.0,348000000.0,428000000.0,
End Cash Position,6487000000.0,4998000000.0,3792000000.0,4721000000.0,
Beginning Cash Position,4998000000.0,3792000000.0,4721000000.0,7691000000.0,
Effect Of Exchange Rate Changes,203000000.0,-97000000.0,11000000.0,-164000000.0,
Changes In Cash,1286000000.0,1303000000.0,-940000000.0,-2806000000.0,
Financing Cash Flow,-936000000.0,-459000000.0,-1200000000.0,-3445000000.0,
Cash Flow From Continuing Financing Activities,-936000000.0,-459000000.0,-1200000000.0,-3445000000.0,
Net Other Financing Charges,78000000.0,705000000.0,-342000000.0,282000000.0,
Cash Dividends Paid,-358000000.0,-354000000.0,-352000000.0,-369000000.0,
Common Stock Dividend Paid,-358000000.0,-354000000.0,-352000000.0,-369000000.0,
Net Common Stock Issuance,-1650000000.0,-901000000.0,-1000000000.0,-3523000000.0,
Common Stock Payments,-1650000000.0,-901000000.0,-1000000000.0,-3530000000.0,
Common Stock Issuance,,0.0,0.0,7000000.0,10000000.0
Net Issuance Payments Of Debt,994000000.0,91000000.0,494000000.0,165000000.0,
Net Short Term Debt Issuance,,,,,0.0
Short Term Debt Payments,,,,,0.0
Net Long Term Debt Issuance,994000000.0,91000000.0,494000000.0,165000000.0,
Long Term Debt Payments,-5000000.0,-655000000.0,-254000000.0,-585000000.0,
Long Term Debt Issuance,999000000.0,746000000.0,748000000.0,750000000.0,
Investing Cash Flow,447000000.0,250000000.0,-1085000000.0,-173000000.0,
Cash Flow From Continuing Investing Activities,447000000.0,250000000.0,-1085000000.0,-173000000.0,
Net Investment Purchase And Sale,-90000000.0,-12000000.0,-4000000.0,200000000.0,
Purchase Of Investment,-90000000.0,-12000000.0,-4000000.0,,-200000000.0
Net Business Purchase And Sale,766000000.0,507000000.0,-839000000.0,-169000000.0,
Sale Of Business,870000000.0,619000000.0,89000000.0,,4048000000.0
Purchase Of Business,-104000000.0,-112000000.0,-928000000.0,-169000000.0,
Net PPE Purchase And Sale,-229000000.0,-245000000.0,-242000000.0,-138000000.0,
Purchase Of PPE,-229000000.0,-245000000.0,-242000000.0,-138000000.0,
Capital Expenditure Reported,,-109000000.0,-89000000.0,-66000000.0,-53000000.0
Operating Cash Flow,1775000000.0,1512000000.0,1345000000.0,812000000.0,
Cash Flow From Continuing Operating Activities,1775000000.0,1512000000.0,1345000000.0,812000000.0,
Change In Working Capital,-711000000.0,-326000000.0,-371000000.0,-888000000.0,
Change In Other Working Capital,-9000000.0,-21000000.0,4000000.0,-8000000.0,
Change In Other Current Liabilities,-458000000.0,301000000.0,16000000.0,-495000000.0,
Change In Other Current Assets,-116000000.0,-373000000.0,-185000000.0,-197000000.0,
Change In Receivables,-128000000.0,-233000000.0,-206000000.0,-188000000.0,
Changes In Account Receivables,-128000000.0,-233000000.0,-206000000.0,-188000000.0,
Other Non Cash Items,156000000.0,197000000.0,174000000.0,197000000.0,
Stock Based Compensation,153000000.0,121000000.0,125000000.0,99000000.0,
Provisionand Write Offof Assets,6000000.0,13000000.0,6000000.0,13000000.0,
Asset Impairment Charge,0.0,1042000000.0,0.0,81000000.0,
Deferred Tax,55000000.0,-213000000.0,-109000000.0,-50000000.0,
Deferred Income Tax,55000000.0,-213000000.0,-109000000.0,-50000000.0,
Depreciation Amortization Depletion,418000000.0,456000000.0,505000000.0,567000000.0,
Depreciation And Amortization,418000000.0,456000000.0,505000000.0,567000000.0,
Amortization Cash Flow,192000000.0,226000000.0,263000000.0,312000000.0,
Amortization Of Intangibles,192000000.0,226000000.0,263000000.0,312000000.0,
Depreciation,226000000.0,230000000.0,242000000.0,255000000.0,
Operating Gains Losses,85000000.0,310000000.0,-49000000.0,-231000000.0,
Pension And Employee Benefit Expense,112000000.0,4000000.0,-26000000.0,-153000000.0,
Net Foreign Currency Exchange Gain Loss,13000000.0,-31000000.0,20000000.0,-137000000.0,
Gain Loss On Sale Of Business,-40000000.0,337000000.0,-43000000.0,59000000.0,
Net Income From Continuing Operations,1613000000.0,-88000000.0,1064000000.0,1024000000.0,
