,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.1191,11217909,3244499798,-0.0136
1,2025-12-31,Blackrock Inc.,0.089899994,8467266,2448945060,-0.0858
2,2025-12-31,Dodge & Cox Inc.,0.0735,6925525,2003035010,0.90669996
3,2025-12-31,Massachusetts Financial Services Co.,0.0635,5977816,1728933869,-0.033299997
4,2025-12-31,Harris Associates L.P.,0.0596,5613089,1623445700,0.307
5,2025-12-31,"First Eagle Investment Management, LLC",0.045100003,4250802,1229438234,-0.0034
6,2025-12-31,State Street Corporation,0.044899996,4227039,1222565380,-0.0101
7,2025-12-31,"T. Rowe Price Investment Management, Inc.",0.0372,3505195,1013790045,0.2338
8,2025-12-31,Artisan Partners Limited Partnership,0.0367,3461646,1001194585,-0.0235
9,2025-12-31,"Geode Capital Management, LLC",0.027,2546859,736615309,-0.0126
