,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Dodge & Cox Funds-Dodge & Cox Stock Fund,0.0355,3341796,966530968,1.4046
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.0319,3008487,870129670,-0.0217
2,2025-12-31,Artisan Partners Funds Inc.-Artisan International Value Fund,0.028900001,2720411,786810888,-0.0228
3,2026-01-31,First Eagle Funds-First Eagle Global Fund,0.026700001,2511169,726292869,0.0
4,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0256,2414167,698237465,0.003
5,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,0.0221,2084137,602784536,-0.0341
6,2025-12-31,HARRIS ASSOCIATES INVESTMENT TRUST-Oakmark Fund,0.021300001,2007000,580474587,0.024
7,2025-12-31,"T. ROWE PRICE CAPITAL APPRECIATION Fd., INC.-T. Rowe Price Capital App",0.020399999,1926182,557100000,0.2139
8,2025-12-31,Dodge & Cox Funds-Dodge & Cox International Stock Fund,0.019199999,1805600,522224671,0.4936
9,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.013099999,1232125,356361360,-0.0094
