period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,781337850,780000000,791434000,14,637554000,0.22549999
+1q,818017830,789500000,861022000,14,664574000,0.2309
0y,3382870820,3299500000,3536000000,14,2790459000,0.2123
+1y,3952549790,3776500000,4336000000,14,3382870820,0.1684
