period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,4.89283,4.88,4.98,4.04,14,0.21110001
+1q,5.15436,4.91,5.45,4.21,14,0.2243
0y,21.5677,20.91,22.95,17.77,15,0.21370001
+1y,25.9211,24.43,29.99,21.5677,15,0.2018
