,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Preferred Shares Number,40000000.0,40000000.0,40000000.0,40000000.0,40000000.0,
Ordinary Shares Number,777661224.0,777624467.0,778000000.0,777021683.0,776000000.0,
Share Issued,777661224.0,777624467.0,778000000.0,777021683.0,776000000.0,
Net Debt,89591000000.0,87950000000.0,87089000000.0,85973000000.0,83959000000.0,
Total Debt,90869000000.0,89647000000.0,88453000000.0,87481000000.0,85230000000.0,
Tangible Book Value,31859000000.0,31479000000.0,30615000000.0,30394000000.0,30144000000.0,
Invested Capital,140705000000.0,139127000000.0,137351000000.0,136145000000.0,133427000000.0,
Working Capital,-9434000000.0,-7197000000.0,-6260000000.0,-3850000000.0,-6407000000.0,
Net Tangible Assets,32832000000.0,32452000000.0,31588000000.0,31367000000.0,31117000000.0,
Capital Lease Obligations,1033000000.0,1009000000.0,1020000000.0,1033000000.0,957000000.0,
Common Stock Equity,50869000000.0,50489000000.0,49918000000.0,49697000000.0,49154000000.0,
Preferred Stock Equity,973000000.0,973000000.0,973000000.0,973000000.0,973000000.0,
Total Capitalization,131950000000.0,130763000000.0,129805000000.0,130370000000.0,126467000000.0,
Total Equity Gross Minority Interest,53019000000.0,52627000000.0,52030000000.0,51794000000.0,51256000000.0,
Minority Interest,1177000000.0,1165000000.0,1139000000.0,1124000000.0,1129000000.0,
Stockholders Equity,51842000000.0,51462000000.0,50891000000.0,50670000000.0,50127000000.0,
Gains Losses Not Affecting Retained Earnings,198000000.0,178000000.0,203000000.0,194000000.0,228000000.0,
Other Equity Adjustments,198000000.0,178000000.0,203000000.0,194000000.0,228000000.0,
Retained Earnings,5056000000.0,4718000000.0,4141000000.0,3986000000.0,3431000000.0,
Additional Paid In Capital,45614000000.0,45592000000.0,45573000000.0,45516000000.0,45494000000.0,
Capital Stock,974000000.0,974000000.0,974000000.0,974000000.0,974000000.0,
Common Stock,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,
Preferred Stock,973000000.0,973000000.0,973000000.0,973000000.0,973000000.0,
Total Liabilities Net Minority Interest,142717000000.0,139666000000.0,137683000000.0,135682000000.0,135087000000.0,
Total Non Current Liabilities Net Minority Interest,121670000000.0,120261000000.0,119275000000.0,119057000000.0,115730000000.0,
Other Non Current Liabilities,1889000000.0,1790000000.0,1696000000.0,1585000000.0,1551000000.0,
Liabilities Heldfor Sale Non Current,170000000.0,167000000.0,0.0,0.0,271000000.0,
Employee Benefits,396000000.0,404000000.0,410000000.0,426000000.0,434000000.0,
Non Current Pension And Other Postretirement Benefit Plans,396000000.0,404000000.0,410000000.0,426000000.0,434000000.0,
Tradeand Other Payables Non Current,969000000.0,890000000.0,882000000.0,888000000.0,894000000.0,
Non Current Deferred Liabilities,12377000000.0,12271000000.0,11990000000.0,11609000000.0,11424000000.0,
Non Current Deferred Taxes Liabilities,12377000000.0,12271000000.0,11990000000.0,11609000000.0,11424000000.0,
Long Term Debt And Capital Lease Obligation,81141000000.0,80310000000.0,79934000000.0,80733000000.0,77297000000.0,
