period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,47559313640,46914000000,48966189370,11,46620000000,0.0201
+1q,46887861180,45820000000,47757800000,11,48742000000,-0.038
0y,188670750400,185694000000,190327875130,13,194777000000,-0.0313
+1y,190842496790,181526000000,200242000000,13,188670750400,0.0115
