period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.90085,0.65,1.09,0.82,13,0.0986
+1q,1.12229,1.03472,1.17,1.05,13,0.0688
0y,4.40447,4.31,4.64,3.91,24,0.1265
+1y,4.93292,4.7,5.08,4.40447,24,0.12
