period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,3278216610,3200000000,3332000000,20,2532000000,0.2947
+1q,3395089840,3257000000,3428000000,20,2616000000,0.2978
0y,13785286960,13406000000,13874000000,22,10677000000,0.2911
+1y,14440664020,14069000000,14622146730,22,13785286960,0.0475
