period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.74382,2.67,3.0,2.72,22,0.0088
+1q,3.13427,3.04957,3.31,2.95,13,0.0625
0y,13.32591,13.15,13.6561,12.07,15,0.1041
+1y,15.54555,15.0,16.58881,13.32591,14,0.1666
