period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,7125938020,6947000000,7275000000,19,6377000000,0.1174
+1q,7897487280,7533000000,8154894000,11,7028000000,0.1237
0y,30988925680,29966000000,31845000000,15,27448000000,0.129
+1y,34316863200,32325755480,36160657170,12,30988925680,0.1074
