period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,33387326840,19676000000,36458000000,30,9301000000,2.5895998
+1q,38663725570,20063000000,45237600000,29,11315000000,2.417
0y,108688686620,72222000000,116930000000,34,37378000000,1.9078
+1y,166082825850,91346000000,240355800000,38,108688686620,0.5281
