period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,18.90635,7.53,21.05,1.91,29,8.8986
+1q,22.30317,7.68,26.9,3.03,28,6.3608003
0y,57.77744,28.42,63.91,8.29,30,5.9695
+1y,98.90646,44.83,142.48,57.77744,31,0.7119
