,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-1240415.0,-3478200.0,-347393.834338,0.0,0.0,
Tax Rate For Calcs,0.209,0.22,0.171046,0.126,0.176,
Normalized EBITDA,565860000.0,535826000.0,532890000.0,478179000.0,473145000.0,
Total Unusual Items,-5935000.0,-15810000.0,-2031000.0,0.0,0.0,
Total Unusual Items Excluding Goodwill,-5935000.0,-15810000.0,-2031000.0,0.0,0.0,
Net Income From Continuing Operation Net Minority Interest,392593000.0,348536000.0,379705000.0,365041000.0,344622000.0,
Reconciled Depreciation,62330000.0,57669000.0,74288000.0,51911000.0,55902000.0,
Reconciled Cost Of Revenue,493518000.0,469049000.0,465565000.0,484311000.0,485959000.0,
EBITDA,559925000.0,520016000.0,530859000.0,478179000.0,473145000.0,
EBIT,497595000.0,462347000.0,456571000.0,426268000.0,417243000.0,
Net Interest Income,7949000.0,8793000.0,5757000.0,793000.0,-775000.0,
Normalized Income,397287585.0,360867800.0,381388606.165662,365041000.0,344622000.0,
Net Income From Continuing And Discontinued Operation,392593000.0,348536000.0,379705000.0,365041000.0,344622000.0,
Total Expenses,925213000.0,873235000.0,891422000.0,865468000.0,864846000.0,
Total Operating Income As Reported,491660000.0,446537000.0,454540000.0,426268000.0,417243000.0,
Diluted Average Shares,146372000.0,146899000.0,147037000.0,147220000.0,147481000.0,
Basic Average Shares,145842000.0,146182000.0,146472000.0,146719000.0,146810000.0,
Diluted EPS,2.68,2.37,2.58,2.48,2.34,
Basic EPS,2.69,2.38,2.59,2.49,2.35,
Diluted NI Availto Com Stockholders,392593000.0,348536000.0,379705000.0,365041000.0,344622000.0,
Net Income Common Stockholders,392593000.0,348536000.0,379705000.0,365041000.0,344622000.0,
Net Income,392593000.0,348536000.0,379705000.0,365041000.0,344622000.0,
Net Income Including Noncontrolling Interests,392593000.0,348536000.0,379705000.0,365041000.0,344622000.0,
Net Income Continuous Operations,392593000.0,348536000.0,379705000.0,365041000.0,344622000.0,
Tax Provision,103555000.0,98257000.0,78348000.0,52652000.0,73700000.0,
Pretax Income,496148000.0,446793000.0,458053000.0,417693000.0,418322000.0,
Other Income Expense,-9396000.0,-24347000.0,-4275000.0,-9368000.0,1854000.0,
Other Non Operating Income Expenses,-5282000.0,-3836000.0,-979000.0,-4056000.0,2216000.0,
Special Income Charges,-5935000.0,-15810000.0,-2031000.0,0.0,0.0,
Restructuring And Mergern Acquisition,5935000.0,15810000.0,2031000.0,0.0,0.0,
Earnings From Equity Interest,1821000.0,-4701000.0,-1265000.0,-5312000.0,-362000.0,
Gain On Sale Of Security,,,,,-1439000.0,-680000.0
Net Non Operating Interest Income Expense,7949000.0,8793000.0,5757000.0,793000.0,-775000.0,
Total Other Finance Cost,-7949000.0,-8793000.0,-5757000.0,-793000.0,775000.0,
Operating Income,497595000.0,462347000.0,456571000.0,426268000.0,417243000.0,
Operating Expense,381129000.0,358473000.0,363497000.0,340141000.0,334032000.0,
Depreciation Amortization Depletion Income Statement,11764000.0,11956000.0,11928000.0,10895000.0,11047000.0,
Depreciation And Amortization In Income Statement,11764000.0,11956000.0,11928000.0,10895000.0,11047000.0,
Amortization,11764000.0,11956000.0,11928000.0,10895000.0,11047000.0,
Amortization Of Intangibles Income Statement,11764000.0,11956000.0,11928000.0,10895000.0,11047000.0,
Research And Development,90969000.0,87323000.0,86444000.0,83944000.0,81372000.0,
Selling General And Administration,278396000.0,259194000.0,265125000.0,245302000.0,241613000.0,
Gross Profit,878724000.0,820820000.0,820068000.0,766409000.0,751275000.0,
Cost Of Revenue,544084000.0,514762000.0,527925000.0,525327000.0,530814000.0,
Total Revenue,1422808000.0,1335582000.0,1347993000.0,1291736000.0,1282089000.0,
Operating Revenue,1422808000.0,1335582000.0,1347993000.0,1291736000.0,1282089000.0,
