period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.80666,2.72,2.87368,2.37,13,0.1842
+1q,2.88925,2.83,2.96907,2.55,13,0.133
0y,11.02366,10.35,11.22838,9.55,19,0.1543
+1y,12.17798,11.74,12.75786,11.02366,19,0.1047
