period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,2109890460,2061000000,2160000000,9,2009000000,0.0502
+1q,2199429190,2147362950,2248000000,9,2109000000,0.0429
0y,8808499710,8648531400,8913800000,12,8452000000,0.0422
+1y,9124366620,8872427190,9388700000,12,8808499710,0.0359
