,2026-02-28,2025-11-30,2025-08-31,2025-05-31,2025-02-28,2024-08-31
Free Cash Flow,185691000.0,90437000.0,178134000.0,228603000.0,150219000.0,
Repurchase Of Capital Stock,-163031000.0,-139899000.0,-106619000.0,-80696000.0,-64352000.0,
Repayment Of Debt,0.0,0.0,-62500000.0,-542500000.0,-137500000.0,
Issuance Of Debt,0.0,0.0,0.0,498410000.0,250000000.0,
Capital Expenditure,-25997000.0,-30847000.0,-33966000.0,-25230000.0,-23736000.0,
End Cash Position,277412000.0,284522000.0,351695000.0,370405000.0,291592000.0,
Beginning Cash Position,284522000.0,351695000.0,370405000.0,291592000.0,289168000.0,
Effect Of Exchange Rate Changes,3572000.0,-2273000.0,1084000.0,10014000.0,-2996000.0,
Changes In Cash,-10682000.0,-64900000.0,-19794000.0,68799000.0,5420000.0,
Financing Cash Flow,-196144000.0,-190512000.0,-208494000.0,-153785000.0,24529000.0,
Cash Flow From Continuing Financing Activities,-196144000.0,-190512000.0,-208494000.0,-153785000.0,24529000.0,
Net Other Financing Charges,-263000.0,-17747000.0,-6803000.0,-1759000.0,-5542000.0,
Proceeds From Stock Option Exercised,8118000.0,8545000.0,9072000.0,12272000.0,21494000.0,
Cash Dividends Paid,-40968000.0,-41411000.0,-41644000.0,-39512000.0,-39571000.0,
Common Stock Dividend Paid,-40968000.0,-41411000.0,-41644000.0,-39512000.0,-39571000.0,
Net Common Stock Issuance,-163031000.0,-139899000.0,-106619000.0,-80696000.0,-64352000.0,
Common Stock Payments,-163031000.0,-139899000.0,-106619000.0,-80696000.0,-64352000.0,
Net Issuance Payments Of Debt,0.0,0.0,-62500000.0,-44090000.0,112500000.0,
Net Long Term Debt Issuance,0.0,0.0,-62500000.0,-44090000.0,112500000.0,
Long Term Debt Payments,0.0,0.0,-62500000.0,-542500000.0,-137500000.0,
Long Term Debt Issuance,0.0,0.0,0.0,498410000.0,250000000.0,
Investing Cash Flow,-26226000.0,4328000.0,-23400000.0,-31249000.0,-193064000.0,
Cash Flow From Continuing Investing Activities,-26226000.0,4328000.0,-23400000.0,-31249000.0,-193064000.0,
Net Investment Purchase And Sale,-229000.0,35175000.0,-14434000.0,-225000.0,57934000.0,
Sale Of Investment,0.0,36050000.0,0.0,0.0,58155000.0,
Purchase Of Investment,-229000.0,-875000.0,-14434000.0,-225000.0,-221000.0,
Net Business Purchase And Sale,0.0,0.0,25000000.0,-5794000.0,-227262000.0,
Purchase Of Business,0.0,0.0,0.0,-5794000.0,-227262000.0,
Net PPE Purchase And Sale,-25997000.0,-30847000.0,-33966000.0,-25230000.0,-23736000.0,
Purchase Of PPE,-25997000.0,-30847000.0,-33966000.0,-25230000.0,-23736000.0,
Operating Cash Flow,211688000.0,121284000.0,212100000.0,253833000.0,173955000.0,
Cash Flow From Continuing Operating Activities,211688000.0,121284000.0,212100000.0,253833000.0,173955000.0,
Change In Working Capital,-7738000.0,-99043000.0,19358000.0,40905000.0,-22665000.0,
Change In Other Working Capital,26015000.0,-5793000.0,-2706000.0,-6979000.0,19203000.0,
Change In Other Current Liabilities,-10068000.0,-10529000.0,-10395000.0,-10596000.0,-9895000.0,
Change In Payables And Accrued Expense,3982000.0,-40376000.0,40141000.0,43159000.0,-10933000.0,
Change In Accrued Expense,28072000.0,-70313000.0,31877000.0,25259000.0,19193000.0,
Change In Payable,-24090000.0,29937000.0,8264000.0,17900000.0,-30126000.0,
Change In Account Payable,-10277000.0,22225000.0,-9683000.0,12198000.0,-23122000.0,
Change In Tax Payable,-13813000.0,7712000.0,17947000.0,5702000.0,-7004000.0,
Change In Income Tax Payable,-13813000.0,7712000.0,17947000.0,5702000.0,-7004000.0,
Change In Prepaid Assets,4116000.0,-23113000.0,-6634000.0,10588000.0,1808000.0,
Change In Receivables,-31783000.0,-19232000.0,-1048000.0,4733000.0,-22848000.0,
Changes In Account Receivables,-31783000.0,-19232000.0,-1048000.0,4733000.0,-22848000.0,
Other Non Cash Items,14283000.0,-5894000.0,4439000.0,4160000.0,2378000.0,
Stock Based Compensation,20867000.0,18457000.0,14075000.0,17015000.0,16547000.0,
Asset Impairment Charge,,,,,,3614000.0
Deferred Tax,-658000.0,3039000.0,-6699000.0,-5609000.0,-13180000.0,
Deferred Income Tax,-658000.0,3039000.0,-6699000.0,-5609000.0,-13180000.0,
Depreciation Amortization Depletion,51878000.0,52145000.0,50549000.0,48820000.0,46015000.0,
Depreciation And Amortization,51878000.0,52145000.0,50549000.0,48820000.0,46015000.0,
Depreciation,51878000.0,52145000.0,50549000.0,48820000.0,46015000.0,
Net Income From Continuing Operations,133056000.0,152580000.0,153616000.0,148542000.0,144860000.0,
