period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,617612610,610000000,620528000,14,585520000,0.0548
+1q,628447450,619999250,633300000,14,596901000,0.0529
0y,2464405380,2455743550,2471790000,15,2321748000,0.0614
+1y,2600049570,2558080000,2627953000,16,2464405380,0.055
