period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,5395071230,5282000000,5477000000,21,4960349000,0.0876
+1q,5625195020,5548100000,5704050830,21,5243000000,0.0729
0y,21270442580,21080000000,21410000000,24,19850000000,0.0716
+1y,22569023750,22284700000,22915800000,20,21270442580,0.061100002
