Dividend Date,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
2026-03-06,2026-02-06,"[datetime.date(2026, 4, 30)]",8.03,7.61,7.82548,5477000000,5282000000,5395071230
