period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,7.82548,7.61,8.03,6.94,24,0.1276
+1q,8.31168,8.08,8.56,7.69,24,0.0808
0y,30.95473,30.4,31.35,27.33,27,0.13260001
+1y,34.04008,32.9,35.1,30.95473,23,0.099700004
