,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.0883,11142535,10180321607,0.003
1,2025-12-31,Blackrock Inc.,0.076,9590971,8762742886,-0.025999999
2,2025-12-31,State Street Corporation,0.0748,9441059,8625776534,-0.0087
3,2025-12-31,"Procyon Advisors, LLC",0.0402,5069377,4631611048,0.0
4,2025-12-31,"FMR, LLC",0.0322,4067747,3716476787,0.090900004
5,2025-12-31,Bank of America Corporation,0.0311,3926896,3587788972,0.0057
6,2025-12-31,"Geode Capital Management, LLC",0.022,2772207,2532813118,-0.0039
7,2025-12-31,"Aristotle Capital Management, LLC",0.0215,2714350,2479952358,-0.053000003
8,2025-12-31,Price (T.Rowe) Associates Inc,0.021300001,2685757,2453828506,-0.055999998
9,2025-12-31,Capital World Investors,0.020599999,2600844,2376248167,0.0064999997
