period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,6.60589,6.02,7.45,6.43,39,0.0274
+1q,7.12688,6.53,7.825,7.14,37,-0.0018000001
0y,29.59606,26.43,31.95,23.49,56,0.2599
+1y,34.37413,28.46,40.0,29.59606,53,0.16139999
