period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,55471035140,53620280000,56500000000,46,42314000000,0.3109
+1q,59586563820,55820000000,60881000000,42,47516000000,0.254
0y,251131648000,243351000000,261256000000,58,200966000000,0.2496
+1y,296034631890,240467000000,339633000000,61,251131648000,0.17879999
