period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,4191036700,3831196760,4368243120,7,3906000000,0.073
+1q,3488451830,2823731130,3755000000,7,3287000000,0.061300002
0y,15908190720,15124000000,16924000000,13,14669000000,0.0845
+1y,17215392820,16224000000,18388000000,13,15908190720,0.082200006
