period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,2872801560,2856651000,2885835830,14,2667652000,0.0769
+1q,2929879260,2890000000,2970261380,10,2718122000,0.0779
0y,11224970840,11140000000,11246940650,20,10340181000,0.0856
+1y,12055132530,11811727850,12191600000,19,11224970840,0.074
