,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.0975,38989266,6632853741,0.001
1,2025-12-31,Blackrock Inc.,0.0723,28928801,4921367484,0.0056
2,2025-12-31,State Street Corporation,0.0383,15311491,2604790774,0.0139
3,2025-12-31,"Geode Capital Management, LLC",0.0232,9293485,1581007622,0.0106
4,2025-12-31,"FMR, LLC",0.0184,7356711,1251523639,-0.1731
5,2025-12-31,NORGES BANK,0.0123000005,4911318,835513394,0.18270001
6,2025-12-31,Morgan Stanley,0.011,4393116,747356872,0.0084
7,2025-12-31,"Fort Washington Investment Advisors, Inc.",0.0106,4252541,723442254,0.0001
8,2025-12-31,Invesco Ltd.,0.0105,4200083,714518099,-0.13520001
9,2025-12-31,Northern Trust Corporation,0.0095999995,3855175,655842352,-0.0505
