,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.031400003,7008595,532723320,0.00059999997
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0251,5612448,426602184,0.0228
2,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Small-Cap Index Fund,0.0227,5057952,384454942,-0.040599998
3,2025-12-31,Victory Portfolios-Victory Sycamore Established Value Fund,0.018,4020000,305560208,0.0149
4,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Small-Cap Value Index Fund,0.0146,3261412,247899933,-0.0334
5,2025-09-30,-Price (T.Rowe) U.S. Mid-Cap Growth Equity Trust,0.013200001,2950500,224267511,0.0484
6,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0128,2864051,217696522,-0.0087
7,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0127,2832457,215295062,0.0017
8,2025-12-31,"T. Rowe Price Mid-Cap Growth Fund, Inc.",0.0125,2795200,212463157,-0.6881
9,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0117,2603275,197874938,-0.0186
