period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.2456,2.2012,2.29,2.1,2,0.069299996
+1q,2.31135,2.2627,2.36,2.21,2,0.045900002
0y,9.31248,9.15744,9.39,8.81,3,0.056999996
+1y,10.09062,9.93,10.3,9.31248,3,0.0836
