,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.028499998,2618010,737624317,-0.0098
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0229,2103863,592763400,0.0147
2,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,0.0198,1815820,511607285,-0.0234
3,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Growth Index Fund,0.0125,1147141,323206976,-0.1075
4,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0117,1073606,302488490,-0.0094
5,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0116,1061756,299149753,0.0017
6,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0107,982721,276881641,-0.0186
7,2025-11-30,VANGUARD WORLD FUND-Vanguard Information Technology Index Fund,0.0105,962414,271160144,0.102
8,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Growth Index Fund,0.0076,697893,196631352,-0.030299999
9,2026-01-31,Invesco Exchange-Traded Fund Trust-Invesco S&P 500 Equal Weight ETF,0.0072000003,658176,185441088,0.0587
