,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,1068300000.0,874500000.0,808000000.0,803700000.0,
Repurchase Of Capital Stock,-881600000.0,-1225600000.0,-901400000.0,-1048100000.0,
Repayment Of Debt,-500000000.0,0.0,0.0,0.0,
Issuance Of Debt,493300000.0,0.0,0.0,0.0,
Capital Expenditure,-22800000.0,-28100000.0,-45800000.0,-27400000.0,
Interest Paid Supplemental Data,78700000.0,72800000.0,72800000.0,72800000.0,
Income Tax Paid Supplemental Data,,230500000.0,239700000.0,211700000.0,178400000.0
End Cash Position,309500000.0,212100000.0,245500000.0,379000000.0,
Beginning Cash Position,212100000.0,245500000.0,379000000.0,228800000.0,
Effect Of Exchange Rate Changes,0.0,-800000.0,-100000.0,-800000.0,
Changes In Cash,97400000.0,-32600000.0,-133400000.0,151000000.0,
Financing Cash Flow,-1102800000.0,-1221500000.0,-889800000.0,-1035800000.0,
Cash Flow From Continuing Financing Activities,-1102800000.0,-1221500000.0,-889800000.0,-1035800000.0,
Net Other Financing Charges,-11600000.0,-8200000.0,-700000.0,,
Proceeds From Stock Option Exercised,12300000.0,12300000.0,12300000.0,12300000.0,
Cash Dividends Paid,-215200000.0,0.0,0.0,,
Common Stock Dividend Paid,-215200000.0,0.0,0.0,,
Net Common Stock Issuance,-881600000.0,-1225600000.0,-901400000.0,-1048100000.0,
Common Stock Payments,-881600000.0,-1225600000.0,-901400000.0,-1048100000.0,
Net Issuance Payments Of Debt,-6700000.0,0.0,0.0,0.0,
Net Long Term Debt Issuance,-6700000.0,0.0,0.0,0.0,
Long Term Debt Payments,-500000000.0,0.0,0.0,0.0,
Long Term Debt Issuance,493300000.0,0.0,0.0,0.0,
Investing Cash Flow,109100000.0,286300000.0,-97400000.0,355700000.0,
Cash Flow From Continuing Investing Activities,109100000.0,286300000.0,-97400000.0,355700000.0,
Net Other Investing Changes,-200000.0,,,,
Net Investment Purchase And Sale,132100000.0,314400000.0,-51600000.0,383100000.0,
Sale Of Investment,704300000.0,1195100000.0,1278900000.0,1721500000.0,
Purchase Of Investment,-572200000.0,-880700000.0,-1330500000.0,-1338400000.0,
Net Business Purchase And Sale,,,,0.0,0.0
Sale Of Business,,,,0.0,0.0
Net PPE Purchase And Sale,-22800000.0,-28100000.0,-45800000.0,-27400000.0,
Purchase Of PPE,-22800000.0,-28100000.0,-45800000.0,-27400000.0,
Operating Cash Flow,1091100000.0,902600000.0,853800000.0,831100000.0,
Cash Flow From Continuing Operating Activities,1091100000.0,902600000.0,853800000.0,831100000.0,
Change In Working Capital,169600000.0,36400000.0,-43100000.0,55700000.0,
Change In Other Working Capital,128300000.0,77700000.0,-39400000.0,59500000.0,
Change In Other Current Liabilities,42700000.0,-28900000.0,-2200000.0,-13300000.0,
Change In Other Current Assets,-1400000.0,-12400000.0,-1500000.0,9500000.0,
Change In Payables And Accrued Expense,,,,-100000.0,15495000.0
Other Non Cash Items,6500000.0,3600000.0,3300000.0,3800000.0,
Stock Based Compensation,69700000.0,61100000.0,59700000.0,58600000.0,
Amortization Of Securities,-11600000.0,-21100000.0,-27800000.0,-7700000.0,
Depreciation Amortization Depletion,31200000.0,36900000.0,44100000.0,46900000.0,
Depreciation And Amortization,31200000.0,36900000.0,44100000.0,46900000.0,
Depreciation,31200000.0,36900000.0,44100000.0,46900000.0,
Net Income From Continuing Operations,825700000.0,785700000.0,817600000.0,673800000.0,
