,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.020599999,6149494,129815822,0.002
1,2026-01-31,Invesco Exchange-Traded Fund Trust-Invesco S&P 500 Equal Weight ETF,0.0189,5656369,119405953,0.0581
2,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0166,4954375,104586859,0.020499999
3,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Small-Cap Index Fund,0.0147,4389922,92671256,-0.0444
4,2026-01-31,iShares Trust-iShares Select Dividend ETF,0.014099999,4202970,88724699,-0.015
5,2026-02-28,SPDR SERIES TRT-State Street SPDR PORT. S&P 500 High Dividend ETF,0.0113,3375521,71257250,-0.048800003
6,2026-01-31,BLACKROCK EQUITY DIVIDEND FUND,0.0097,2890780,61024367,-0.0403
7,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Small-Cap Value Index Fund,0.0095,2831282,59768364,-0.0369
8,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0085,2533174,53475304,-0.0104
9,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0084,2500476,52785049,0.0016
