period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.49222,0.459,0.51,0.73,16,-0.32569999
+1q,0.41967,0.39,0.45002,0.62,15,-0.3231
0y,2.19356,2.135,2.23256,2.97,17,-0.26139998
+1y,2.25217,2.03,2.46,2.19356,18,0.026700001
