period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.357,0.35,0.36,0.35,7,0.02
+1q,0.37494,0.37,0.38,0.35,7,0.0713
0y,1.47555,1.45,1.5,1.37,9,0.077
+1y,1.58203,1.53,1.65531,1.47555,9,0.0722
