Date,Stock Splits
1985-09-04 00:00:00-04:00,2.0
1987-06-02 00:00:00-04:00,2.0
1990-02-21 00:00:00-05:00,2.0
2000-02-16 00:00:00-05:00,2.0
2011-02-15 00:00:00-05:00,2.0
2016-02-10 00:00:00-05:00,2.0
